event_name,event_id,fight_id,r_name,r_id,b_name,b_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee
UFC Fight Night: Maia vs LaFlare,fa534853eb195270,0eac602503b48b1a,Leonardo Santos,9c65736747ca92ec,Anthony Rocco Martin,5331b25a60417ffb,Lightweight,0,Submission,2,149,3,John McCarthy
UFC Fight Night: Maia vs LaFlare,fa534853eb195270,fe5427398fd9d9dc,Amanda Nunes,80fa8218c99f9c58,Shayna Baszler,8ef4a91ac694b7ce,Bantamweight,0,KO/TKO,1,116,3,Mario Yamasaki
UFC Fight Night: Maia vs LaFlare,fa534853eb195270,7259a1046143e632,Edimilson Souza,6c7020b859c7a3ce,Katsunori Kikuno,44470bfd9483c7ad,Featherweight,0,KO/TKO,1,91,3,Osiris Maia
UFC Fight Night: Mendes vs Lamas,16d09e800ad7ec79,f9373ab59b7a853b,Shamil Abdurakhimov,2f5cbecbbe18bac4,Timothy Johnson,cc900af167fbedfd,Heavyweight,0,KO/TKO,1,297,3,Mike King
UFC Fight Night: Maia vs LaFlare,fa534853eb195270,9150344ed35f355d,Godofredo Pepey,fa37628269132d1a,Andre Fili,8fd808923cffff82,Featherweight,0,Submission,1,194,3,Eduardo Herdy
UFC Fight Night: Maia vs LaFlare,fa534853eb195270,22a243c5fba0fb46,Francisco Trinaldo,a8283a4f415e1eb9,Akbarh Arreola,c136b2a8852da5bd,Lightweight,0,Decision - Unanimous,3,300,3,John McCarthy
UFC Fight Night: Maia vs LaFlare,fa534853eb195270,b068a4ee6d842606,Leandro Silva,159da492e000afbf,Drew Dober,519e4fe37ce9ff75,Lightweight,0,Overturned,2,165,3,Eduardo Herdy
UFC Fight Night: Maia vs LaFlare,fa534853eb195270,632f6960544caa3c,Leonardo Mafra,8bbc0cfc01bc1ba1,Cain Carrizosa,064b7dc68d786254,Lightweight,0,Decision - Unanimous,3,300,3,Mario Yamasaki
UFC Fight Night: Maia vs LaFlare,fa534853eb195270,55c6d02e838dc60f,Gilbert Burns,23024fdfc966410a,Alex Oliveira,57b10fca4f9c9a7a,Lightweight,0,Submission,3,254,3,Osiris Maia
UFC Fight Night: Bigfoot vs Mir,0577808d22dfe79c,1574bb7476c9e556,Cezar Ferreira,dbc17725b887860a,Sam Alvey,d156513a19acf856,Middleweight,0,KO/TKO,1,214,3,Mario Yamasaki
UFC Fight Night: Maia vs LaFlare,fa534853eb195270,0c299ce3719d9ea2,Jorge de Oliveira,ddf3e0ea10ea6d8c,Christos Giagos,de45aaae23dfa392,Lightweight,0,Submission,1,192,3,Eduardo Herdy
UFC Fight Night: Bigfoot vs Mir,0577808d22dfe79c,223f9a750428e1d0,Antonio Silva,8349d55cdecd393a,Frank Mir,1ff9589f9065a9ed,Heavyweight,0,KO/TKO,1,100,5,Mario Yamasaki
UFC Fight Night: Maia vs LaFlare,fa534853eb195270,c3ba8f1a4ddc0dc3,Bentley Syler,abd2109bc4cb0291,Fredy Serrano,0ccab7c889ede9ea,Flyweight,0,KO/TKO,3,94,3,Osiris Maia
UFC Fight Night: Bigfoot vs Mir,0577808d22dfe79c,4228886e94a25a63,Rustam Khabilov,9b7694d064a8a0ad,Adriano Martins,7dcf06c1967801c1,Lightweight,0,Decision - Split,3,300,3,Leon Roberts
UFC Fight Night: Bigfoot vs Mir,0577808d22dfe79c,d785f22c4cc99a3d,Edson Barboza,64a50dad704d1d49,Michael Johnson,511e82663651438d,Lightweight,0,Decision - Unanimous,3,300,3,Leon Roberts
UFC Fight Night: Bigfoot vs Mir,0577808d22dfe79c,c7cbf6b47051fa7d,Iuri Alcantara,2f95a3c6d58b2aad,Frankie Saenz,9ba2226646046b63,Bantamweight,0,Decision - Unanimous,3,300,3,Mario Yamasaki
UFC Fight Night: Bigfoot vs Mir,0577808d22dfe79c,82e713f037e37fe9,Santiago Ponzinibbio,6d1bffff14897645,Sean Strickland,0d8011111be000b2,Welterweight,0,Decision - Unanimous,3,300,3,Wernei Cardoso
UFC Fight Night: Bigfoot vs Mir,0577808d22dfe79c,76726a66840ccfa4,Jessica Andrade,6a1901c62ab3870f,Marion Reneau,c7d297714d9ab1a4,Bantamweight,0,Submission,1,114,3,Camila Albuquerque
UFC Fight Night: Bigfoot vs Mir,0577808d22dfe79c,ec659c4e19f62700,William Macario,ed74afc8b5b47a61,Matt Dwyer,8f0d576beba1cfcd,Welterweight,0,KO/TKO,1,194,3,Wernei Cardoso
UFC Fight Night: Bigfoot vs Mir,0577808d22dfe79c,a7ff11c5dfe65e86,Tiago dos Santos e Silva,8ce87f7e3a9baed2,Mike de la Torre,1971869b7e054261,Featherweight,0,KO/TKO,1,179,3,Leon Roberts
UFC Fight Night: Bigfoot vs Mir,0577808d22dfe79c,10cff9ac7ce89c28,Douglas Silva de Andrade,3a314d9fa7c6825d,Cody Gibson,700a674c042b7a96,Bantamweight,0,Decision - Unanimous,3,300,3,Camila Albuquerque
UFC Fight Night: Bigfoot vs Mir,0577808d22dfe79c,b6a609806d44659f,Ivan Jorge,19db7ac26308178f,Josh Shockley,1d36f1ac66cf689d,Lightweight,0,Decision - Unanimous,3,300,3,Mario Yamasaki
UFC 185: Pettis vs Dos Anjos,f54200f1dfb9b5d4,6b07c3a9a95493cf,Chris Cariaso,b2e3aca4cd363477,Henry Cejudo,056c493bbd76a918,Flyweight,0,Decision - Unanimous,3,300,3,Herb Dean
UFC 185: Pettis vs Dos Anjos,f54200f1dfb9b5d4,39e6cba2480c6d82,Anthony Pettis,cbb682f5fcc44bfc,Rafael Dos Anjos,6a2f7c151031653d,Lightweight,1,Decision - Unanimous,5,300,5,Dan Miragliotta
UFC 185: Pettis vs Dos Anjos,f54200f1dfb9b5d4,bd52e19f2fbefdde,Carla Esparza,d910665038efc639,Joanna Jedrzejczyk,3d6749c4267da18f,Flyweight,1,KO/TKO,2,257,5,Don Turnage
UFC 185: Pettis vs Dos Anjos,f54200f1dfb9b5d4,0337fa731f5b02c1,Ross Pearson,4f732e58ed907eff,Sam Stout,501b07aec9b8fc2d,Lightweight,0,KO/TKO,2,93,3,Dan Miragliotta
UFC 185: Pettis vs Dos Anjos,f54200f1dfb9b5d4,66aa57912b5c5170,Johny Hendricks,0941df56f6ac954b,Matt Brown,31123249b0bbf52e,Welterweight,0,Decision - Unanimous,3,300,3,Kerry Hatley
UFC 185: Pettis vs Dos Anjos,f54200f1dfb9b5d4,27e421b97bf57d3d,Elias Theodorou,34f88592c0ab7a54,Roger Narvaez,3a12a2f096a6d975,Middleweight,0,KO/TKO,2,247,3,Kerry Hatley
UFC 185: Pettis vs Dos Anjos,f54200f1dfb9b5d4,d61a7b593218234b,Daron Cruickshank,5f99b2bafb10305f,Beneil Dariush,08af939f41b5a57b,Lightweight,0,Submission,2,158,3,Don Turnage
UFC 185: Pettis vs Dos Anjos,f54200f1dfb9b5d4,7685da6f627bd98f,Roy Nelson,3f7c14c7eca7195d,Alistair Overeem,b4ad3a06ee4d660c,Heavyweight,0,Decision - Unanimous,3,300,3,Herb Dean
UFC 185: Pettis vs Dos Anjos,f54200f1dfb9b5d4,875304f54becda0e,Sergio Pettis,de75d1c45a39e221,Ryan Benoit,20999e27ddd94bda,Flyweight,0,KO/TKO,2,94,3,Kerry Hatley
UFC 185: Pettis vs Dos Anjos,f54200f1dfb9b5d4,d4d6c5ff6bef93ce,Jake Lindsey,33e00249ef08d3a4,Joe Duffy,654ae722109a0d31,Lightweight,0,KO/TKO,1,107,3,Herb Dean
UFC 185: Pettis vs Dos Anjos,f54200f1dfb9b5d4,0027e179b743c86c,Jared Rosholt,91ea901c458e95dd,Josh Copeland,3aa794cbe1e3484b,Heavyweight,0,KO/TKO,3,192,3,Dan Miragliotta
UFC Fight Night: McGregor vs Siver,f9aa6376ae16bfb4,837a7a922066b214,Uriah Hall,65578a75fa7900e3,Ron Stallings,6dd758d34da8d254,Middleweight,0,TKO - Doctor's Stoppage,1,217,3,Herb Dean
UFC 185: Pettis vs Dos Anjos,f54200f1dfb9b5d4,1cde536c460b1a0e,Larissa Pacheco,16b89be2f5c16fba,Germaine de Randamie,1d239d571e342453,Bantamweight,0,KO/TKO,2,122,3,Don Turnage
UFC Fight Night: McGregor vs Siver,f9aa6376ae16bfb4,293919e355b362b1,Norman Parke,14ff46596ad80609,Gleison Tibau,75e5fec9f72910ef,Lightweight,0,Decision - Split,3,300,3,Kevin MacDonald
UFC Fight Night: McGregor vs Siver,f9aa6376ae16bfb4,3d468536e8904b93,Conor McGregor,f4c49976c75c5ab2,Dennis Siver,5f87a5c00b3d17ed,Featherweight,0,KO/TKO,2,114,5,Herb Dean
UFC Fight Night: McGregor vs Siver,f9aa6376ae16bfb4,6359bba789ce28ae,Cathal Pendred,99c7610aa74995d3,Sean Spencer,ab850a77a0fa487d,Welterweight,0,Decision - Unanimous,3,300,3,Yves Lavigne
UFC Fight Night: McGregor vs Siver,f9aa6376ae16bfb4,93569f4876c20488,Donald Cerrone,1d00756835ca67c9,Benson Henderson,2676b28836a5a836,Lightweight,0,Decision - Unanimous,3,300,3,Yves Lavigne
UFC Fight Night: McGregor vs Siver,f9aa6376ae16bfb4,cf38ced734978fb8,Zhang Lipeng,7b310409440c9102,Chris Wade,c8097968da5e5f13,Lightweight,0,Decision - Unanimous,3,300,3,Kevin MacDonald
UFC Fight Night: McGregor vs Siver,f9aa6376ae16bfb4,2d24929eaadf0351,Paddy Holohan,6e7c758f5cdec01a,Shane Howell,a7de976620f2ed13,Flyweight,0,Decision - Unanimous,3,300,3,Gary Forman
UFC Fight Night: McGregor vs Siver,f9aa6376ae16bfb4,90e5169190971647,John Howard,fc31f896cde2bc2e,Lorenz Larkin,9450848a71d53776,Welterweight,0,KO/TKO,1,137,3,Herb Dean
UFC Fight Night: McGregor vs Siver,f9aa6376ae16bfb4,85e57ad2b3831621,Charles Rosa,40093d1d2d78394e,Sean Soriano,bd5403efbaa445c0,Featherweight,0,Submission,3,283,3,Kevin MacDonald
UFC Fight Night: McGregor vs Siver,f9aa6376ae16bfb4,4d3cd5ecf4276c92,Matt Van Buren,7b39035fae7268b8,Sean O'Connell,cb52f9490c2dc069,Light Heavyweight,0,KO/TKO,3,131,3,Gary Forman
UFC Fight Night: McGregor vs Siver,f9aa6376ae16bfb4,53d2d2de5c4cccf2,Johnny Case,1f4b04a926ef1287,Frankie Perez,96c336b463e0662c,Lightweight,0,KO/TKO,3,114,3,Bryan Miner
UFC Fight Night: McGregor vs Siver,f9aa6376ae16bfb4,a4a78ec539238a5f,Tateki Matsuda,3a524c6700addc24,Joby Sanchez,b12fc8a41e82d3a2,Flyweight,0,Decision - Split,3,300,3,Bryan Miner
UFC 183: Silva vs Diaz,43563a32c3f10e95,f4e490d25bd62d39,Anderson Silva,1f454354805b6f75,Nick Diaz,f57a8a52ca401ed9,Middleweight,0,Overturned,5,300,5,John McCarthy
UFC 183: Silva vs Diaz,43563a32c3f10e95,d52a5d085bfa569b,Tyron Woodley,effd9de9937996f8,Kelvin Gastelum,8c0580d4fff106c1,Welterweight,0,Decision - Split,3,300,3,Herb Dean
UFC 183: Silva vs Diaz,43563a32c3f10e95,7fa227a1c5ef2238,Miesha Tate,b96619b3acd7d9da,Sara McMann,7be74a12d7352df2,Bantamweight,0,Decision - Majority,3,300,3,Marc Goddard
UFC 183: Silva vs Diaz,43563a32c3f10e95,776a8a645868f616,Thales Leites,cfb65863d5099327,Tim Boetsch,c80095f6092271a7,Middleweight,0,Submission,2,225,3,John McCarthy
UFC 183: Silva vs Diaz,43563a32c3f10e95,0a2f344e419bd4fd,Jordan Mein,2aa49b3766a59bcd,Thiago Alves,31ee470ef5dc8d7f,Welterweight,0,KO/TKO,2,39,3,Herb Dean
UFC 183: Silva vs Diaz,43563a32c3f10e95,fa537adfb4a7b719,Rafael Natal,0dba4df5f34d5ff0,Tom Watson,6809c31286b08d97,Middleweight,0,Decision - Unanimous,3,300,3,Mark Smith
UFC 183: Silva vs Diaz,43563a32c3f10e95,cbb4673397b5e96f,Joe Lauzon,3bad7ef643840f67,Al Iaquinta,59279a7c978f7da0,Lightweight,0,KO/TKO,2,214,3,Marc Goddard
UFC 183: Silva vs Diaz,43563a32c3f10e95,b347480405118de5,Ed Herman,06f36cf4bd97ec77,Derek Brunson,b1a3e0aca758b322,Middleweight,0,KO/TKO,1,36,3,Mark Smith
UFC 183: Silva vs Diaz,43563a32c3f10e95,5b0ebb843af7465e,Richardson Moreira,9147679e1a4ad4a3,Ildemar Alcantara,7c6e87729e824ef4,Middleweight,0,Decision - Split,3,300,3,Marc Goddard
UFC 183: Silva vs Diaz,43563a32c3f10e95,6451724f8a836167,Thiago Santos,dea070ed4a2a8281,Andy Enz,993d385f5a475375,Middleweight,0,KO/TKO,1,116,3,Mark Smith
UFC 183: Silva vs Diaz,43563a32c3f10e95,c699c0e56664ff11,Ian McCall,701e057d63c124d9,John Lineker,c268b2cfebccf652,Flyweight,0,Decision - Unanimous,3,300,3,John McCarthy
UFC Fight Night: Henderson vs Thatch,f9c7fe2682af3802,509bd83b00e4ab7c,Max Holloway,150ff4cc642270b9,Cole Miller,282fa667ff9c51ed,Featherweight,0,Decision - Unanimous,3,300,3,Adam Martinez
UFC Fight Night: Henderson vs Thatch,f9c7fe2682af3802,1a3572d1502efdf4,Ray Borg,a4de54ea806fb525,Chris Kelades,56c9acc4e86046a2,Flyweight,0,Submission,3,176,3,Adam Martinez
UFC Fight Night: Henderson vs Thatch,f9c7fe2682af3802,0bdb170e1fef36b6,Neil Magny,84b3e7d38f2d2ec5,Kiichi Kunimoto,71df36d6d8cf0d74,Welterweight,0,Submission,3,82,3,Herb Dean
UFC Fight Night: Henderson vs Thatch,f9c7fe2682af3802,60820d105e57d5d6,Daniel Kelly,bdcbb976816fd256,Patrick Walsh,b4c96c3d9139bf0e,Middleweight,0,Decision - Unanimous,3,300,3,Tom Johnson
UFC Fight Night: Henderson vs Thatch,f9c7fe2682af3802,b91807add93763c9,Chas Skelly,4bd6b4800070b069,Jim Alers,fe5a9547479396ab,Featherweight,0,KO/TKO,2,299,3,Tim Mills
UFC Fight Night: Henderson vs Thatch,f9c7fe2682af3802,fb5ce6329f243d8b,Benson Henderson,2676b28836a5a836,Brandon Thatch,638cfec7ec559d6e,Welterweight,0,Submission,4,238,5,Herb Dean
UFC Fight Night: Henderson vs Thatch,f9c7fe2682af3802,93ac52a9fdca03e1,Zach Makovsky,57ab4d7c0bc09a30,Tim Elliott,c96d9178c9ed9e62,Flyweight,0,Decision - Unanimous,3,300,3,Tom Johnson
UFC Fight Night: Henderson vs Thatch,f9c7fe2682af3802,dcee56e0cbfacb45,Michel Prazeres,e51fcd9cd84c0b93,Kevin Lee,ee9ebceabfd16fa7,Lightweight,0,Decision - Unanimous,3,300,3,Tim Mills
UFC Fight Night: Henderson vs Thatch,f9c7fe2682af3802,a4badfa86304f799,Efrain Escudero,83fd97284f4bb4a4,Rodrigo de Lima,a4dc47001f202bcd,Lightweight,0,Decision - Unanimous,3,300,3,Don Thais
The Ultimate Fighter: A Champion Will Be Crowned Finale,222d6b547de2e035,18ba44e67d5c5f38,Jeremy Stephens,18968f97ad34f15c,Charles Oliveira,07225ba28ae309b6,Featherweight,0,Decision - Unanimous,3,300,3,Herb Dean
UFC Fight Night: Henderson vs Thatch,f9c7fe2682af3802,357781ff34a3d39f,James Moontasri,c06a9b48d4132c8e,Cody Pfister,5904b0b38dc6718d,Lightweight,0,Submission,2,109,3,Don Thais
The Ultimate Fighter: A Champion Will Be Crowned Finale,222d6b547de2e035,73c70a628f0ef14b,Carla Esparza,d910665038efc639,Rose Namajunas,47b63240018d5d86,Flyweight,1,Submission,3,86,5,Yves Lavigne
The Ultimate Fighter: A Champion Will Be Crowned Finale,222d6b547de2e035,da3210cd829fceb7,KJ Noons,b7ffa72aa148599a,Daron Cruickshank,5f99b2bafb10305f,Lightweight,0,Could Not Continue,2,25,3,John McCarthy
The Ultimate Fighter: A Champion Will Be Crowned Finale,222d6b547de2e035,d417609ea9670fb3,Joe Proctor,a36556bb1565e32d,Yancy Medeiros,813550bc53b15fb0,Lightweight,0,Submission,1,277,3,Yves Lavigne
The Ultimate Fighter: A Champion Will Be Crowned Finale,222d6b547de2e035,e1cfe75b3a8fe709,Felice Herrig,b6850671a008bf9a,Lisa Ellis,77350fd0e6d1dba8,Flyweight,0,Submission,2,185,3,John McCarthy
The Ultimate Fighter: A Champion Will Be Crowned Finale,222d6b547de2e035,a2c28daf0be59fa7,Aisling Daly,e50cd77732d39967,Alex Chambers,26b63bc5c0c1f65d,Flyweight,0,Submission,1,293,3,John McCarthy
The Ultimate Fighter: A Champion Will Be Crowned Finale,222d6b547de2e035,fa2bed87e5d6c568,Jessica Penne,c742287ed86a09bc,Randa Markos,4a57ebb14315b251,Flyweight,0,Decision - Split,3,300,3,Herb Dean
The Ultimate Fighter: A Champion Will Be Crowned Finale,222d6b547de2e035,d643fc29c147d33c,Emily Kagan,c1ea9d56cd953586,Angela Hill,f0feeb2192937424,Flyweight,0,Decision - Unanimous,3,300,3,Kim Winslow
The Ultimate Fighter: A Champion Will Be Crowned Finale,222d6b547de2e035,ed3222701a8c0521,Tecia Pennington,31ef8b67e13495b3,Angela Magana,bd878a638e0e3be3,Flyweight,0,Decision - Unanimous,3,300,3,Kim Winslow
UFC on FOX: Gustafsson vs Johnson,706404da0775dcbc,f47a32ec7dfda660,Alexander Gustafsson,3c6976f8182d9527,Anthony Johnson,365fee2da473b177,Light Heavyweight,0,KO/TKO,1,135,5,Marc Goddard
The Ultimate Fighter: A Champion Will Be Crowned Finale,222d6b547de2e035,b079f3d5ad290afb,Joanne Wood,12f91bfa8f1f723b,Seo Hee Ham,165c244bcca3ed26,Flyweight,0,Decision - Unanimous,3,300,3,Herb Dean
The Ultimate Fighter: A Champion Will Be Crowned Finale,222d6b547de2e035,54afe8c42e2062d6,Bec Rawlings,907e60fd13407e1e,Heather Clark,dd4c16777fb2ccf9,Flyweight,0,Decision - Unanimous,3,300,3,Yves Lavigne
UFC on FOX: Gustafsson vs Johnson,706404da0775dcbc,c910d2fe570b368a,Dan Henderson,1ccf4e7caff270df,Gegard Mousasi,232c582f29f8f65e,Middleweight,0,KO/TKO,1,70,3,Leon Roberts
UFC on FOX: Gustafsson vs Johnson,706404da0775dcbc,c3544bce29be1281,Phil Davis,902ab9197b83d0db,Ryan Bader,c0ab242c40decc55,Light Heavyweight,0,Decision - Split,3,300,3,Marc Goddard
UFC on FOX: Gustafsson vs Johnson,706404da0775dcbc,eb0775cf8ee7a4e6,Akira Corassani,3f52ce18fb98008f,Sam Sicilia,b8aef0faf4ce9b31,Featherweight,0,KO/TKO,1,206,3,Neil Hall
UFC on FOX: Gustafsson vs Johnson,706404da0775dcbc,b2398418be9a3442,Nikita Krylov,1091d4d957141094,Stanislav Nedkov,1d4bbaabd8b60173,Light Heavyweight,0,Submission,1,84,3,Marc Goddard
UFC on FOX: Gustafsson vs Johnson,706404da0775dcbc,9c1d4f57a997a490,Andy Ogle,b6c4451cb13c9303,Makwan Amirkhani,87a1dc546b1c5caf,Featherweight,0,KO/TKO,1,8,3,Kevin Sataki
UFC on FOX: Gustafsson vs Johnson,706404da0775dcbc,ee65977baeca3c85,Mairbek Taisumov,8f5c8850b2484173,Anthony Christodoulou,4f11e9ce318ffbcb,Lightweight,0,KO/TKO,2,38,3,Leon Roberts
UFC on FOX: Gustafsson vs Johnson,706404da0775dcbc,c565bf49fce2a4cd,Kenny Robertson,6e0273f9478be71e,Sultan Aliev,e70de1859b7ee78e,Welterweight,0,KO/TKO,1,162,3,Bobby Rehman
UFC on FOX: Gustafsson vs Johnson,706404da0775dcbc,eab6e19a2a2a67f0,Nicholas Musoke,8b5f9ea38184ded3,Albert Tumenov,ff6a1f63c254127e,Welterweight,0,Decision - Unanimous,3,300,3,Leon Roberts
UFC on FOX: Gustafsson vs Johnson,706404da0775dcbc,c740ceb0427b6317,Mirsad Bektic,cbd3e590a85b18c5,Paul Redmond,3f56b99447f00607,Featherweight,0,Decision - Unanimous,3,300,3,Neil Hall
UFC on FOX: Gustafsson vs Johnson,706404da0775dcbc,96f09d5db68951ef,Viktor Pesta,202b0467521c9d6f,Konstantin Erokhin,22061ff217907c78,Heavyweight,0,Decision - Unanimous,3,300,3,Bobby Rehman
UFC 182: Jones vs Cormier,a72d260b436924c4,b2cda211e0e72811,Brad Tavares,0c6d9ea8306c029e,Nate Marquardt,a8e6a69796280f17,Middleweight,0,Decision - Unanimous,3,300,3,Yves Lavigne
UFC 182: Jones vs Cormier,a72d260b436924c4,f4d91498ca3f0a1f,Donald Cerrone,1d00756835ca67c9,Myles Jury,08e908ed6d18d6a0,Lightweight,0,Decision - Unanimous,3,300,3,John McCarthy
UFC on FOX: Gustafsson vs Johnson,706404da0775dcbc,f88fefd5df0ba06c,Neil Seery,49a74b9fb2e45fdf,Chris Beal,55f446032177b119,Flyweight,0,Decision - Unanimous,3,300,3,Kevin Sataki
UFC 182: Jones vs Cormier,a72d260b436924c4,f81cd5b3903bccf8,Kyoji Horiguchi,98aa60cf58071fd6,Louis Gaudinot,b72a60a0cadff408,Flyweight,0,Decision - Unanimous,3,300,3,Herb Dean
UFC 182: Jones vs Cormier,a72d260b436924c4,57385188587c83b9,Jon Jones,07f72a2a7591b409,Daniel Cormier,d967f0128c323de6,Light Heavyweight,1,Decision - Unanimous,5,300,5,Herb Dean
UFC 182: Jones vs Cormier,a72d260b436924c4,f3100979573e2895,Hector Lombard,db1f2ed63b54b9a7,Joshua Burkman,6da99156486ed6c2,Welterweight,0,Overturned,3,300,3,John McCarthy
UFC 182: Jones vs Cormier,a72d260b436924c4,cee94cd937bf64f2,Danny Castillo,d1e7fc58d4225cdf,Paul Felder,e5010b1b94ca5755,Lightweight,0,KO/TKO,2,129,3,Yves Lavigne
UFC 182: Jones vs Cormier,a72d260b436924c4,22e7485bceb841af,Marcus Brimage,81801f57bd0a7c41,Cody Garbrandt,d8c7c61b176e3994,Bantamweight,0,KO/TKO,3,290,3,Herb Dean
UFC 182: Jones vs Cormier,a72d260b436924c4,c0ca05832f518fef,Shawn Jordan,ca2efc9d7d523c43,Jared Cannonier,13a0275fa13c4d26,Heavyweight,0,KO/TKO,1,177,3,John McCarthy
UFC 182: Jones vs Cormier,a72d260b436924c4,e0f49380b9d31de0,Alexis Dufresne,4ae4049426e0161d,Marion Reneau,c7d297714d9ab1a4,Bantamweight,0,Decision - Unanimous,3,300,3,Chris Tognoni
UFC 182: Jones vs Cormier,a72d260b436924c4,b10a94377bce3e22,Evan Dunham,e5c9de15bb58b1c6,Rodrigo Damm,a20d7dfaba74c067,Lightweight,0,Decision - Unanimous,3,300,3,Chris Tognoni
UFC on FOX: Dos Santos vs Miocic,d4a12dfa4067742f,2ab2753040f455e0,Junior Dos Santos,63def5a5662a6917,Stipe Miocic,d28dee5c705991df,Heavyweight,0,Decision - Unanimous,5,300,5,Herb Dean
UFC on FOX: Dos Santos vs Miocic,d4a12dfa4067742f,5a346087f4120fa3,Gabriel Gonzaga,270b89c00ef0c55c,Matt Mitrione,ba280572acfba13f,Heavyweight,0,KO/TKO,1,119,3,Herb Dean
UFC on FOX: Dos Santos vs Miocic,d4a12dfa4067742f,70d69cf33984d7d1,Claudia Gadelha,ec34349e7dffcde7,Joanna Jedrzejczyk,3d6749c4267da18f,Flyweight,0,Decision - Split,3,300,3,Al Guinee
UFC 182: Jones vs Cormier,a72d260b436924c4,e4a9c93ff23eb5bb,Omari Akhmedov,16690d100f995f8f,Mats Nilsson,a9bcf8717dd12532,Welterweight,0,Decision - Unanimous,3,300,3,Yves Lavigne
UFC on FOX: Dos Santos vs Miocic,d4a12dfa4067742f,002921976d27b7da,Alistair Overeem,b4ad3a06ee4d660c,Stefan Struve,ebc1f40e00e0c481,Heavyweight,0,KO/TKO,1,253,3,John McCarthy
UFC on FOX: Dos Santos vs Miocic,d4a12dfa4067742f,d4bfe75b61d2cbc6,Rafael Dos Anjos,6a2f7c151031653d,Nate Diaz,8355922d564b152c,Lightweight,0,Decision - Unanimous,3,300,3,Jason Herzog
UFC on FOX: Dos Santos vs Miocic,d4a12dfa4067742f,64f5c4f3f3d8ad2c,John Moraga,92437c6775b3f7d1,Willie Gates,6ded9184b2284645,Flyweight,0,Submission,3,246,3,Jason Herzog
UFC on FOX: Dos Santos vs Miocic,d4a12dfa4067742f,1cf53a0b9db52ac6,Joe Riggs,d512d9f204059f57,Ben Saunders,484acc7b0f856ce9,Welterweight,0,Submission,1,57,3,John McCarthy
UFC on FOX: Dos Santos vs Miocic,d4a12dfa4067742f,deaeb2383bbd32bf,Jamie Varner,a54fc2d6fc224dc3,Drew Dober,519e4fe37ce9ff75,Lightweight,0,Submission,1,112,3,Herb Dean
UFC on FOX: Dos Santos vs Miocic,d4a12dfa4067742f,7ab72866ff2a6a7e,Joe Ellenberger,8e8e4487c621aa1c,Bryan Barberena,a331233f597090a5,Lightweight,0,KO/TKO,3,204,3,Herb Dean
UFC on FOX: Dos Santos vs Miocic,d4a12dfa4067742f,a4816be2c49e3942,David Michaud,49f4b511932f71e9,Garett Whiteley,129537073431e52e,Lightweight,0,Decision - Unanimous,3,300,3,Al Guinee
UFC on FOX: Dos Santos vs Miocic,d4a12dfa4067742f,1b23096378482313,Anthony Birchak,c5a126ace82a6025,Ian Entwistle,d7adfcfdf7c6c1f8,Bantamweight,0,Submission,1,64,3,Jason Herzog
UFC Fight Night: Reyes vs. Weidman,3ae10ac4df3df05c,d2dc6fb05ad78d80,Yair Rodriguez,cbf5e6f231b55443,Jeremy Stephens,18968f97ad34f15c,Featherweight,0,Decision - Unanimous,3,300,3,Kevin MacDonald
UFC on FOX: Dos Santos vs Miocic,d4a12dfa4067742f,383f0de18e7ab9c5,Henry Cejudo,056c493bbd76a918,Dustin Kimura,fe91d254db77a7fc,Bantamweight,0,Decision - Unanimous,3,300,3,Jason Herzog
UFC Fight Night: Reyes vs. Weidman,3ae10ac4df3df05c,0d1d7cfb2a48d5ec,Dominick Reyes,2e19380f34871c6a,Chris Weidman,3a8176e15b9887c1,Light Heavyweight,0,KO/TKO,1,103,5,Herb Dean
UFC Fight Night: Reyes vs. Weidman,3ae10ac4df3df05c,0019ec81fd706ade,Greg Hardy,85073dbd1be65ed9,Ben Sosoli,326f94d6cfb1bf25,Heavyweight,0,Overturned,3,300,3,Bryan Miner
UFC Fight Night: Reyes vs. Weidman,3ae10ac4df3df05c,57d989702ae72dc1,Joe Lauzon,3bad7ef643840f67,Jonathan Pearce,87c0b1c696ddfb43,Lightweight,0,KO/TKO,1,93,3,Herb Dean
UFC Fight Night: Reyes vs. Weidman,3ae10ac4df3df05c,93f3e9b9f093ad57,Deron Winn,483a953b18d73bb3,Darren Stewart,a17ad5a5048e8c3f,Middleweight,0,Decision - Split,3,300,3,Steve Rita
UFC Fight Night: Reyes vs. Weidman,3ae10ac4df3df05c,7510b0c96f5707ea,Maycee Barber,6a740daf1b279661,Gillian Robertson,38c7f72747f4f712,Flyweight,0,KO/TKO,1,184,3,Gary Forman
UFC Fight Night: Reyes vs. Weidman,3ae10ac4df3df05c,076c98ac0561521f,Charles Rosa,40093d1d2d78394e,Manny Bermudez,2dc1bc1a02961656,Featherweight,0,Submission,1,166,3,Kevin MacDonald
UFC Fight Night: Reyes vs. Weidman,3ae10ac4df3df05c,baf17e5e1fe1c744,Molly McCann,51018a31ddf31eb2,Diana Belbita,d7e40dca3ae125be,Flyweight,0,Decision - Unanimous,3,300,3,Bryan Miner
UFC Fight Night: Reyes vs. Weidman,3ae10ac4df3df05c,9c3fb95a1558b38d,Kyle Bochniak,c5af5750e8bae4f0,Sean Woodson,4682bc59d5f55145,Featherweight,0,Decision - Unanimous,3,300,3,Steve Rita
